Model,MSO58
Channel,CH6,,Channel,CH7,,Channel,CH8,,Channel,MATH1
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09
Record Length,12500,,Record Length,12500,,Record Length,12500,,Record Length,12500
Zero Index,2324.10000000,,Zero Index,2324.10000000,,Zero Index,2324.10000000,,Zero Index,2324.10000000
Vertical Units,V,,Vertical Units,V,,Vertical Units,A,,Vertical Units,J
,,,,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,,
yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000,,,
yPosition,-0.860000,,yPosition,-2.100000,,yPosition,-2.940000,,,

TIME,CH6,CH7,CH8,,TIME,MATH1
-3.63536000e-06,-3.98593750e+00,2.11101562e+03,4.65625000e+00,,-3.63536000e-06,8.41145986e-04
-3.63376000e-06,-4.09531250e+00,2.11218750e+03,4.20312500e+00,,-3.63376000e-06,8.56111757e-04
-3.63216000e-06,-4.10468750e+00,2.11398438e+03,5.12500000e+00,,-3.63216000e-06,8.71881319e-04
-3.63056000e-06,-3.99218750e+00,2.11164062e+03,4.76562500e+00,,-3.63056000e-06,8.88599257e-04
-3.62896000e-06,-4.00156250e+00,2.11125000e+03,4.54687500e+00,,-3.62896000e-06,9.04329587e-04
-3.62736000e-06,-4.10468750e+00,2.11632812e+03,3.89062500e+00,,-3.62736000e-06,9.18596343e-04
-3.62576000e-06,-4.00468750e+00,2.11187500e+03,5.40625000e+00,,-3.62576000e-06,9.34317301e-04
-3.62416000e-06,-4.04687500e+00,2.11515625e+03,4.15625000e+00,,-3.62416000e-06,9.50484071e-04
-3.62256000e-06,-4.10312500e+00,2.11804688e+03,3.62500000e+00,,-3.62256000e-06,9.63659317e-04
-3.62096000e-06,-4.15625000e+00,2.11273438e+03,5.95312500e+00,,-3.62096000e-06,9.79863573e-04
-3.61936000e-06,-4.10312500e+00,2.11281250e+03,4.64062500e+00,,-3.61936000e-06,9.97769297e-04
-3.61776000e-06,-4.15156250e+00,2.11523438e+03,3.12500000e+00,,-3.61776000e-06,1.01090118e-03
-3.61616000e-06,-4.07968750e+00,2.11460938e+03,5.57812500e+00,,-3.61616000e-06,1.02562574e-03
-3.61456000e-06,-3.98125000e+00,2.11023438e+03,4.34375000e+00,,-3.61456000e-06,1.04239525e-03
-3.61296000e-06,-4.04218750e+00,2.11359375e+03,4.28125000e+00,,-3.61296000e-06,1.05696742e-03
-3.61136000e-06,-4.16718750e+00,2.11640625e+03,5.46875000e+00,,-3.61136000e-06,1.07346580e-03
-3.60976000e-06,-3.93750000e+00,2.11031250e+03,4.37500000e+00,,-3.60976000e-06,1.09011121e-03
-3.60816000e-06,-4.09062500e+00,2.11640625e+03,4.48437500e+00,,-3.60816000e-06,1.10508990e-03
-3.60656000e-06,-4.12812500e+00,2.11984375e+03,4.04687500e+00,,-3.60656000e-06,1.11954554e-03
-3.60496000e-06,-4.00781250e+00,2.11046875e+03,4.82812500e+00,,-3.60496000e-06,1.13456021e-03
-3.60336000e-06,-4.04531250e+00,2.11390625e+03,4.09375000e+00,,-3.60336000e-06,1.14963495e-03
-3.60176000e-06,-4.07031250e+00,2.11703125e+03,3.45312500e+00,,-3.60176000e-06,1.16240629e-03
-3.60016000e-06,-3.93437500e+00,2.10976562e+03,4.60937500e+00,,-3.60016000e-06,1.17603433e-03
-3.59856000e-06,-3.98750000e+00,2.11304688e+03,4.56250000e+00,,-3.59856000e-06,1.19152677e-03
-3.59696000e-06,-4.04062500e+00,2.11242188e+03,3.78125000e+00,,-3.59696000e-06,1.20562944e-03
-3.59536000e-06,-4.06093750e+00,2.10992188e+03,5.89062500e+00,,-3.59536000e-06,1.22196251e-03
-3.59376000e-06,-3.99843750e+00,2.10984375e+03,5.06250000e+00,,-3.59376000e-06,1.24045042e-03
-3.59216000e-06,-4.02187500e+00,2.11398438e+03,3.31250000e+00,,-3.59216000e-06,1.25459733e-03
-3.59056000e-06,-4.07031250e+00,2.11242188e+03,6.10937500e+00,,-3.59056000e-06,1.27052388e-03
-3.58896000e-06,-3.97968750e+00,2.11265625e+03,4.92187500e+00,,-3.58896000e-06,1.28916698e-03
-3.58736000e-06,-4.04218750e+00,2.11367188e+03,4.82812500e+00,,-3.58736000e-06,1.30564964e-03
-3.58576000e-06,-4.06562500e+00,2.11343750e+03,5.26562500e+00,,-3.58576000e-06,1.32271659e-03
-3.58416000e-06,-3.91406250e+00,2.10812500e+03,4.78125000e+00,,-3.58416000e-06,1.33968308e-03
-3.58256000e-06,-3.99062500e+00,2.11125000e+03,5.23437500e+00,,-3.58256000e-06,1.35658751e-03
-3.58096000e-06,-4.05468750e+00,2.11640625e+03,5.03125000e+00,,-3.58096000e-06,1.37394690e-03
-3.57936000e-06,-3.95000000e+00,2.10953125e+03,5.90625000e+00,,-3.57936000e-06,1.39243295e-03
-3.57776000e-06,-4.02656250e+00,2.11359375e+03,4.98437500e+00,,-3.57776000e-06,1.41082844e-03
-3.57616000e-06,-4.09843750e+00,2.11539062e+03,4.15625000e+00,,-3.57616000e-06,1.42629002e-03
-3.57456000e-06,-4.08437500e+00,2.10960938e+03,5.54687500e+00,,-3.57456000e-06,1.44268514e-03
-3.57296000e-06,-4.03437500e+00,2.10898438e+03,5.15625000e+00,,-3.57296000e-06,1.46074605e-03
-3.57136000e-06,-4.06875000e+00,2.11546875e+03,4.20312500e+00,,-3.57136000e-06,1.47655886e-03
-3.56976000e-06,-4.08281250e+00,2.11039062e+03,6.70312500e+00,,-3.56976000e-06,1.49498915e-03
-3.56816000e-06,-4.09375000e+00,2.11210938e+03,4.32812500e+00,,-3.56816000e-06,1.51361933e-03
-3.56656000e-06,-4.10937500e+00,2.11804688e+03,4.56250000e+00,,-3.56656000e-06,1.52866333e-03
-3.56496000e-06,-4.11093750e+00,2.11492188e+03,5.06250000e+00,,-3.56496000e-06,1.54495961e-03
-3.56336000e-06,-4.01562500e+00,2.11562500e+03,4.54687500e+00,,-3.56336000e-06,1.56122062e-03
-3.56176000e-06,-4.05937500e+00,2.11648438e+03,4.01562500e+00,,-3.56176000e-06,1.57571537e-03
-3.56016000e-06,-4.12343750e+00,2.12078125e+03,4.54687500e+00,,-3.56016000e-06,1.59022887e-03
-3.55856000e-06,-3.98906250e+00,2.11093750e+03,5.31250000e+00,,-3.55856000e-06,1.60691468e-03
-3.55696000e-06,-4.13125000e+00,2.11445312e+03,5.20312500e+00,,-3.55696000e-06,1.62468757e-03
-3.55536000e-06,-4.05000000e+00,2.11867188e+03,4.62500000e+00,,-3.55536000e-06,1.64132810e-03
-3.55376000e-06,-3.97968750e+00,2.11117188e+03,5.18750000e+00,,-3.55376000e-06,1.65792857e-03
-3.55216000e-06,-4.03281250e+00,2.11414062e+03,4.60937500e+00,,-3.55216000e-06,1.67448586e-03
-3.55056000e-06,-4.11093750e+00,2.11781250e+03,3.37500000e+00,,-3.55056000e-06,1.68799981e-03
-3.54896000e-06,-4.05781250e+00,2.11421875e+03,5.78125000e+00,,-3.54896000e-06,1.70349621e-03
-3.54736000e-06,-4.06562500e+00,2.11054688e+03,4.73437500e+00,,-3.54736000e-06,1.72126817e-03
-3.54576000e-06,-3.95468750e+00,2.11585938e+03,3.48437500e+00,,-3.54576000e-06,1.73515978e-03
-3.54416000e-06,-4.03906250e+00,2.10984375e+03,5.92187500e+00,,-3.54416000e-06,1.75105315e-03
-3.54256000e-06,-3.96250000e+00,2.10953125e+03,4.42187500e+00,,-3.54256000e-06,1.76851102e-03
-3.54096000e-06,-3.97656250e+00,2.10929688e+03,3.45312500e+00,,-3.54096000e-06,1.78180041e-03
-3.53936000e-06,-4.10468750e+00,2.11117188e+03,6.35937500e+00,,-3.53936000e-06,1.79836794e-03
-3.53776000e-06,-3.92343750e+00,2.10921875e+03,5.01562500e+00,,-3.53776000e-06,1.81757181e-03
-3.53616000e-06,-3.97187500e+00,2.10976562e+03,5.04687500e+00,,-3.53616000e-06,1.83455320e-03
-3.53456000e-06,-4.05000000e+00,2.11562500e+03,6.20312500e+00,,-3.53456000e-06,1.85357023e-03
-3.53296000e-06,-3.92187500e+00,2.10804688e+03,5.70312500e+00,,-3.53296000e-06,1.87368703e-03
-3.53136000e-06,-4.04375000e+00,2.11484375e+03,4.46875000e+00,,-3.53136000e-06,1.89086550e-03
-3.52976000e-06,-4.11718750e+00,2.11187500e+03,5.28125000e+00,,-3.52976000e-06,1.90734875e-03
-3.52816000e-06,-3.95468750e+00,2.10796875e+03,6.18750000e+00,,-3.52816000e-06,1.92670582e-03
-3.52656000e-06,-4.03281250e+00,2.11289062e+03,5.26562500e+00,,-3.52656000e-06,1.94604078e-03
-3.52496000e-06,-4.02968750e+00,2.11460938e+03,4.53125000e+00,,-3.52496000e-06,1.96260680e-03
-3.52336000e-06,-3.91562500e+00,2.11046875e+03,6.93750000e+00,,-3.52336000e-06,1.98198529e-03
