Model,MSO58
Channel,CH1,,Channel,CH2,,Channel,CH3,,Channel,CH4,,Channel,MATH1
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09
Record Length,6250,,Record Length,6250,,Record Length,6250,,Record Length,6250,,Record Length,6250
Zero Index,1424.50000000,,Zero Index,1424.50000000,,Zero Index,1424.50000000,,Zero Index,1424.50000000,,Zero Index,1424.50000000
Vertical Units,V,,Vertical Units,V,,Vertical Units,A,,Vertical Units,A,,Vertical Units,J
,,,,,,,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,,
yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000,,,
yPosition,0.120000,,yPosition,-1.600000,,yPosition,0.000000,,yPosition,0.000000,,,

TIME,CH1,CH2,CH3,CH4,,TIME,MATH1
-2.20720000e-06,-1.00656250e+01,1.96570312e+03,-6.25000000e-02,8.04687500e-01,,-2.20720000e-06,-4.85852506e-05
-2.20560000e-06,-1.00546875e+01,1.97109375e+03,-4.37500000e-01,4.14062500e-01,,-2.20560000e-06,-4.93734187e-05
-2.20400000e-06,-1.00609375e+01,1.96875000e+03,-8.35937500e-01,6.64062500e-01,,-2.20400000e-06,-5.13799023e-05
-2.20240000e-06,-1.01140625e+01,1.97351562e+03,-1.87500000e-01,9.06250000e-01,,-2.20240000e-06,-5.29925310e-05
-2.20080000e-06,-1.00671875e+01,1.96414062e+03,-5.54687500e-01,9.14062500e-01,,-2.20080000e-06,-5.41601439e-05
-2.19920000e-06,-9.99843750e+00,1.97328125e+03,-7.96875000e-01,8.51562500e-01,,-2.19920000e-06,-5.62896967e-05
-2.19760000e-06,-1.00281250e+01,1.97210938e+03,-4.37500000e-01,7.34375000e-01,,-2.19760000e-06,-5.82379034e-05
-2.19600000e-06,-1.00171875e+01,1.96945312e+03,-8.59375000e-02,9.21875000e-01,,-2.19600000e-06,-5.90635427e-05
-2.19440000e-06,-1.00140625e+01,1.97367188e+03,-4.68750000e-01,6.95312500e-01,,-2.19440000e-06,-5.99390696e-05
-2.19280000e-06,-1.01093750e+01,1.97039062e+03,-4.60937500e-01,1.28125000e+00,,-2.19280000e-06,-6.14057790e-05
-2.19120000e-06,-9.98750000e+00,1.96789062e+03,-1.09375000e-01,5.15625000e-01,,-2.19120000e-06,-6.23045489e-05
-2.18960000e-06,-1.00125000e+01,1.96984375e+03,-6.79687500e-01,7.65625000e-01,,-2.18960000e-06,-6.35478427e-05
-2.18800000e-06,-1.01140625e+01,1.97085938e+03,-2.50000000e-01,1.32812500e+00,,-2.18800000e-06,-6.50131187e-05
-2.18640000e-06,-1.00812500e+01,1.97054688e+03,-1.09375000e+00,9.53125000e-01,,-2.18640000e-06,-6.71315211e-05
-2.18480000e-06,-1.00250000e+01,1.97062500e+03,-3.20312500e-01,5.31250000e-01,,-2.18480000e-06,-6.93607217e-05
-2.18320000e-06,-1.01046875e+01,1.96906250e+03,-9.60937500e-01,8.28125000e-01,,-2.18320000e-06,-7.13794143e-05
-2.18160000e-06,-1.00515625e+01,1.96851562e+03,-5.31250000e-01,5.46875000e-01,,-2.18160000e-06,-7.37297523e-05
-2.18000000e-06,-1.00515625e+01,1.97140625e+03,-2.81250000e-01,5.85937500e-01,,-2.18000000e-06,-7.50099352e-05
-2.17840000e-06,-1.00062500e+01,1.97039062e+03,-5.00000000e-01,9.37500000e-01,,-2.17840000e-06,-7.62416603e-05
-2.17680000e-06,-1.00078125e+01,1.96671875e+03,-3.90625000e-01,8.59375000e-01,,-2.17680000e-06,-7.76444140e-05
-2.17520000e-06,-1.00781250e+01,1.96468750e+03,-2.50000000e-01,8.20312500e-01,,-2.17520000e-06,-7.86519522e-05
-2.17360000e-06,-1.00640625e+01,1.96929688e+03,-5.85937500e-01,7.89062500e-01,,-2.17360000e-06,-7.99679983e-05
-2.17200000e-06,-1.00843750e+01,1.96906250e+03,-3.82812500e-01,4.60937500e-01,,-2.17200000e-06,-8.14941304e-05
-2.17040000e-06,-1.00125000e+01,1.96898438e+03,-4.53125000e-01,9.92187500e-01,,-2.17040000e-06,-8.28109114e-05
-2.16880000e-06,-1.01375000e+01,1.96882812e+03,-3.04687500e-01,1.17968750e+00,,-2.16880000e-06,-8.40045686e-05
-2.16720000e-06,-1.00859375e+01,1.96835938e+03,1.40625000e-01,1.29687500e+00,,-2.16720000e-06,-8.42630325e-05
-2.16560000e-06,-1.00109375e+01,1.96679688e+03,-8.20312500e-01,5.07812500e-01,,-2.16560000e-06,-8.53322999e-05
-2.16400000e-06,-1.00593750e+01,1.96921875e+03,-9.37500000e-02,7.18750000e-01,,-2.16400000e-06,-8.67706985e-05
-2.16240000e-06,-1.00656250e+01,1.96906250e+03,-5.07812500e-01,8.75000000e-01,,-2.16240000e-06,-8.77183193e-05
-2.16080000e-06,-1.00828125e+01,1.96984375e+03,-5.39062500e-01,5.70312500e-01,,-2.16080000e-06,-8.93677425e-05
-2.15920000e-06,-1.00953125e+01,1.96968750e+03,2.34375000e-02,9.37500000e-01,,-2.15920000e-06,-9.01803069e-05
-2.15760000e-06,-1.00562500e+01,1.96750000e+03,-3.82812500e-01,9.92187500e-01,,-2.15760000e-06,-9.07459253e-05
-2.15600000e-06,-9.98750000e+00,1.96921875e+03,-1.25000000e-01,8.90625000e-01,,-2.15600000e-06,-9.15453929e-05
-2.15440000e-06,-1.00500000e+01,1.97359375e+03,-2.03125000e-01,9.84375000e-01,,-2.15440000e-06,-9.20630264e-05
-2.15280000e-06,-9.98593750e+00,1.96992188e+03,-4.37500000e-01,5.70312500e-01,,-2.15280000e-06,-9.30732058e-05
-2.15120000e-06,-1.00187500e+01,1.96742188e+03,-7.81250000e-03,9.06250000e-01,,-2.15120000e-06,-9.37749719e-05
-2.14960000e-06,-1.00703125e+01,1.97070312e+03,1.32812500e-01,1.03906250e+00,,-2.14960000e-06,-9.35778808e-05
-2.14800000e-06,-9.99531250e+00,1.96781250e+03,-4.68750000e-02,5.15625000e-01,,-2.14800000e-06,-9.34422860e-05
-2.14640000e-06,-1.00078125e+01,1.96976562e+03,-3.75000000e-01,6.25000000e-01,,-2.14640000e-06,-9.41070102e-05
-2.14480000e-06,-1.00562500e+01,1.97203125e+03,-7.03125000e-02,9.45312500e-01,,-2.14480000e-06,-9.48088637e-05
-2.14320000e-06,-1.01062500e+01,1.96781250e+03,-4.76562500e-01,6.64062500e-01,,-2.14320000e-06,-9.56700169e-05
-2.14160000e-06,-1.00265625e+01,1.96890625e+03,-3.20312500e-01,1.34375000e+00,,-2.14160000e-06,-9.69247776e-05
-2.14000000e-06,-1.00453125e+01,1.96765625e+03,-3.59375000e-01,1.06250000e+00,,-2.14000000e-06,-9.79950128e-05
-2.13840000e-06,-1.00484375e+01,1.96984375e+03,-4.14062500e-01,8.28125000e-01,,-2.13840000e-06,-9.92132263e-05
-2.13680000e-06,-1.00687500e+01,1.96953125e+03,-4.37500000e-01,1.04687500e+00,,-2.13680000e-06,-1.00555073e-04
-2.13520000e-06,-1.00734375e+01,1.97218750e+03,-4.53125000e-01,7.42187500e-01,,-2.13520000e-06,-1.01959326e-04
-2.13360000e-06,-1.00718750e+01,1.97242188e+03,-1.71875000e-01,7.73437500e-01,,-2.13360000e-06,-1.02945451e-04
-2.13200000e-06,-1.00656250e+01,1.96953125e+03,-5.70312500e-01,7.34375000e-01,,-2.13200000e-06,-1.04115257e-04
-2.13040000e-06,-1.00312500e+01,1.97242188e+03,-1.01562500e-01,1.07812500e+00,,-2.13040000e-06,-1.05174113e-04
-2.12880000e-06,-1.00218750e+01,1.97101562e+03,-3.51562500e-01,6.79687500e-01,,-2.12880000e-06,-1.05888721e-04
-2.12720000e-06,-1.00828125e+01,1.97273438e+03,-4.29687500e-01,5.70312500e-01,,-2.12720000e-06,-1.07121195e-04
-2.12560000e-06,-1.01000000e+01,1.96914062e+03,-2.96875000e-01,7.03125000e-01,,-2.12560000e-06,-1.08266991e-04
-2.12400000e-06,-1.01265625e+01,1.96906250e+03,0.00000000e+00,7.81250000e-01,,-2.12400000e-06,-1.08734661e-04
-2.12240000e-06,-1.00406250e+01,1.97171875e+03,-3.90625000e-02,1.01562500e-01,,-2.12240000e-06,-1.08796274e-04
-2.12080000e-06,-1.00656250e+01,1.97046875e+03,-4.60937500e-01,7.10937500e-01,,-2.12080000e-06,-1.09584500e-04
-2.11920000e-06,-1.00921875e+01,1.96875000e+03,2.89062500e-01,6.09375000e-01,,-2.11920000e-06,-1.09855835e-04
-2.11760000e-06,-9.99218750e+00,1.96890625e+03,-3.12500000e-02,5.00000000e-01,,-2.11760000e-06,-1.09449786e-04
-2.11600000e-06,-1.00062500e+01,1.96898438e+03,-3.35937500e-01,5.39062500e-01,,-2.11600000e-06,-1.10028173e-04
-2.11440000e-06,-1.00312500e+01,1.97109375e+03,2.34375000e-02,6.71875000e-01,,-2.11440000e-06,-1.10520377e-04
-2.11280000e-06,-1.00468750e+01,1.96804688e+03,-4.68750000e-01,3.82812500e-01,,-2.11280000e-06,-1.11221438e-04
-2.11120000e-06,-1.00093750e+01,1.96554688e+03,-2.73437500e-01,6.71875000e-01,,-2.11120000e-06,-1.12389418e-04
-2.10960000e-06,-1.00078125e+01,1.97125000e+03,-3.51562500e-01,4.60937500e-01,,-2.10960000e-06,-1.13373797e-04
-2.10800000e-06,-1.01015625e+01,1.96617188e+03,-2.03125000e-01,4.14062500e-01,,-2.10800000e-06,-1.14247712e-04
-2.10640000e-06,-9.93437500e+00,1.96976562e+03,-3.67187500e-01,7.65625000e-01,,-2.10640000e-06,-1.15145835e-04
-2.10480000e-06,-1.00171875e+01,1.96812500e+03,-1.17187500e-01,5.07812500e-01,,-2.10480000e-06,-1.15908966e-04
-2.10320000e-06,-1.00171875e+01,1.96718750e+03,-2.03125000e-01,4.84375000e-01,,-2.10320000e-06,-1.16413146e-04
-2.10160000e-06,-1.00281250e+01,1.96734375e+03,-6.40625000e-01,7.10937500e-01,,-2.10160000e-06,-1.17741081e-04
-2.10000000e-06,-1.00125000e+01,1.97140625e+03,-5.62500000e-01,5.46875000e-01,,-2.10000000e-06,-1.19636476e-04
-2.09840000e-06,-1.00078125e+01,1.97273438e+03,1.01562500e-01,6.56250000e-01,,-2.09840000e-06,-1.20363322e-04
-2.09680000e-06,-1.00093750e+01,1.97093750e+03,-3.12500000e-02,4.60937500e-01,,-2.09680000e-06,-1.20252313e-04
-2.09520000e-06,-1.01234375e+01,1.97039062e+03,-5.46875000e-02,5.62500000e-01,,-2.09520000e-06,-1.20387791e-04
-2.09360000e-06,-1.00031250e+01,1.97226562e+03,-3.12500000e-02,5.46875000e-01,,-2.09360000e-06,-1.20523306e-04
-2.09200000e-06,-1.00750000e+01,1.97046875e+03,7.03125000e-02,8.98437500e-01,,-2.09200000e-06,-1.20461773e-04
-2.09040000e-06,-1.00937500e+01,1.97218750e+03,-1.79687500e-01,7.73437500e-01,,-2.09040000e-06,-1.20634439e-04
-2.08880000e-06,-1.01125000e+01,1.96859375e+03,-1.09375000e-01,6.40625000e-01,,-2.08880000e-06,-1.21090190e-04
-2.08720000e-06,-9.98593750e+00,1.97148438e+03,-2.73437500e-01,7.03125000e-01,,-2.08720000e-06,-1.21693702e-04
-2.08560000e-06,-1.00640625e+01,1.97187500e+03,-4.06250000e-01,5.70312500e-01,,-2.08560000e-06,-1.22765821e-04
-2.08400000e-06,-1.00328125e+01,1.97093750e+03,-4.37500000e-01,8.20312500e-01,,-2.08400000e-06,-1.24096507e-04
-2.08240000e-06,-1.00343750e+01,1.96929688e+03,-4.29687500e-01,5.85937500e-01,,-2.08240000e-06,-1.25463281e-04
-2.08080000e-06,-1.00140625e+01,1.97281250e+03,-5.78125000e-01,7.96875000e-01,,-2.08080000e-06,-1.27052655e-04
-2.07920000e-06,-1.00703125e+01,1.97460938e+03,-3.67187500e-01,8.75000000e-01,,-2.07920000e-06,-1.28545129e-04
-2.07760000e-06,-9.98281250e+00,1.97070312e+03,-3.51562500e-01,6.95312500e-01,,-2.07760000e-06,-1.29679436e-04
-2.07600000e-06,-1.00812500e+01,1.96890625e+03,-6.79687500e-01,1.08593750e+00,,-2.07600000e-06,-1.31304289e-04
-2.07440000e-06,-1.00218750e+01,1.97734375e+03,-2.96875000e-01,6.56250000e-01,,-2.07440000e-06,-1.32844507e-04
-2.07280000e-06,-1.00453125e+01,1.97109375e+03,-2.57812500e-01,8.20312500e-01,,-2.07280000e-06,-1.33720663e-04
-2.07120000e-06,-1.01234375e+01,1.96843750e+03,-4.84375000e-01,1.05468750e+00,,-2.07120000e-06,-1.34889968e-04
-2.06960000e-06,-1.01078125e+01,1.96921875e+03,-3.67187500e-01,1.11718750e+00,,-2.06960000e-06,-1.36231189e-04
-2.06800000e-06,-1.00296875e+01,1.96875000e+03,-2.73437500e-01,1.21093750e+00,,-2.06800000e-06,-1.37240306e-04
-2.06640000e-06,-1.00921875e+01,1.97078125e+03,-5.78125000e-01,7.26562500e-01,,-2.06640000e-06,-1.38582458e-04
-2.06480000e-06,-1.00734375e+01,1.96875000e+03,-1.71875000e-01,7.34375000e-01,,-2.06480000e-06,-1.39764641e-04
-2.06320000e-06,-1.00687500e+01,1.97171875e+03,-2.89062500e-01,8.04687500e-01,,-2.06320000e-06,-1.40491306e-04
-2.06160000e-06,-1.00234375e+01,1.97335938e+03,-1.25000000e-01,6.79687500e-01,,-2.06160000e-06,-1.41144599e-04
-2.06000000e-06,-1.01140625e+01,1.97078125e+03,-2.50000000e-01,9.45312500e-01,,-2.06000000e-06,-1.41736091e-04
-2.05840000e-06,-1.00390625e+01,1.97195312e+03,-7.89062500e-01,9.06250000e-01,,-2.05840000e-06,-1.43375044e-04
-2.05680000e-06,-1.00671875e+01,1.96843750e+03,-2.89062500e-01,9.76562500e-01,,-2.05680000e-06,-1.45075042e-04
-2.05520000e-06,-1.01015625e+01,1.97203125e+03,-6.17187500e-01,1.15625000e+00,,-2.05520000e-06,-1.46503939e-04
-2.05360000e-06,-1.00843750e+01,1.97062500e+03,-2.57812500e-01,8.12500000e-01,,-2.05360000e-06,-1.47884071e-04
-2.05200000e-06,-1.00609375e+01,1.97078125e+03,-1.01562500e-01,6.95312500e-01,,-2.05200000e-06,-1.48450636e-04
-2.05040000e-06,-1.00671875e+01,1.97265625e+03,-6.32812500e-01,6.95312500e-01,,-2.05040000e-06,-1.49609419e-04
-2.04880000e-06,-1.00531250e+01,1.97265625e+03,-7.26562500e-01,9.92187500e-01,,-2.04880000e-06,-1.51754677e-04
-2.04720000e-06,-1.00625000e+01,1.96921875e+03,-3.43750000e-01,8.28125000e-01,,-2.04720000e-06,-1.53442816e-04
-2.04560000e-06,-9.98593750e+00,1.97367188e+03,-3.75000000e-01,6.40625000e-01,,-2.04560000e-06,-1.54576453e-04
-2.04400000e-06,-1.00359375e+01,1.97156250e+03,-5.15625000e-01,5.85937500e-01,,-2.04400000e-06,-1.55981819e-04
-2.04240000e-06,-1.00281250e+01,1.96632812e+03,-5.07812500e-01,8.51562500e-01,,-2.04240000e-06,-1.57593910e-04
-2.04080000e-06,-1.00578125e+01,1.96914062e+03,-7.50000000e-01,7.10937500e-01,,-2.04080000e-06,-1.59574221e-04
-2.03920000e-06,-1.00406250e+01,1.96960938e+03,-5.07812500e-01,1.10937500e+00,,-2.03920000e-06,-1.61555858e-04
-2.03760000e-06,-1.00984375e+01,1.96898438e+03,-2.96875000e-01,6.17187500e-01,,-2.03760000e-06,-1.62823650e-04
-2.03600000e-06,-1.00234375e+01,1.96468750e+03,-6.79687500e-01,7.18750000e-01,,-2.03600000e-06,-1.64359575e-04
-2.03440000e-06,-1.00500000e+01,1.96742188e+03,-4.53125000e-01,9.60937500e-01,,-2.03440000e-06,-1.66141064e-04
-2.03280000e-06,-1.00687500e+01,1.96976562e+03,-7.03125000e-01,1.01562500e+00,,-2.03280000e-06,-1.67962251e-04
-2.03120000e-06,-1.00781250e+01,1.96796875e+03,-5.54687500e-01,6.09375000e-01,,-2.03120000e-06,-1.69943523e-04
-2.02960000e-06,-1.00875000e+01,1.96906250e+03,-4.53125000e-01,5.15625000e-01,,-2.02960000e-06,-1.71530599e-04
-2.02800000e-06,-1.00593750e+01,1.97171875e+03,-4.84375000e-01,8.51562500e-01,,-2.02800000e-06,-1.73008419e-04
-2.02640000e-06,-1.00734375e+01,1.96804688e+03,-4.45312500e-01,6.56250000e-01,,-2.02640000e-06,-1.74473578e-04
-2.02480000e-06,-1.00515625e+01,1.97312500e+03,-5.00000000e-01,6.87500000e-01,,-2.02480000e-06,-1.75963942e-04
-2.02320000e-06,-1.00484375e+01,1.97218750e+03,-2.10937500e-01,1.12500000e+00,,-2.02320000e-06,-1.77085996e-04
-2.02160000e-06,-1.00375000e+01,1.96679688e+03,1.87500000e-01,3.43750000e-01,,-2.02160000e-06,-1.77123788e-04
-2.02000000e-06,-1.00546875e+01,1.96835938e+03,-3.35937500e-01,5.23437500e-01,,-2.02000000e-06,-1.77357768e-04
-2.01840000e-06,-1.01125000e+01,1.96789062e+03,-2.10937500e-01,9.92187500e-01,,-2.01840000e-06,-1.78218848e-04
-2.01680000e-06,-1.00718750e+01,1.96734375e+03,-5.85937500e-01,4.84375000e-01,,-2.01680000e-06,-1.79473122e-04
-2.01520000e-06,-1.00953125e+01,1.96648438e+03,-6.17187500e-01,5.07812500e-01,,-2.01520000e-06,-1.81366267e-04
-2.01360000e-06,-1.01234375e+01,1.96742188e+03,-3.43750000e-01,7.26562500e-01,,-2.01360000e-06,-1.82878255e-04
-2.01200000e-06,-1.00609375e+01,1.97023438e+03,-8.59375000e-02,6.56250000e-01,,-2.01200000e-06,-1.83554745e-04
-2.01040000e-06,-1.01406250e+01,1.96632812e+03,-7.81250000e-02,4.68750000e-01,,-2.01040000e-06,-1.83813099e-04
-2.00880000e-06,-1.00468750e+01,1.97031250e+03,-8.75000000e-01,7.26562500e-01,,-2.00880000e-06,-1.85315221e-04
-2.00720000e-06,-1.01203125e+01,1.97062500e+03,-3.75000000e-01,8.75000000e-01,,-2.00720000e-06,-1.87285623e-04
-2.00560000e-06,-1.00515625e+01,1.96875000e+03,-3.59375000e-01,7.26562500e-01,,-2.00560000e-06,-1.88442820e-04
-2.00400000e-06,-9.99843750e+00,1.96984375e+03,-3.59375000e-01,1.15625000e+00,,-2.00400000e-06,-1.89575163e-04
-2.00240000e-06,-1.00328125e+01,1.96562500e+03,-2.73437500e-01,1.04687500e+00,,-2.00240000e-06,-1.90571474e-04
-2.00080000e-06,-1.00265625e+01,1.96890625e+03,-4.60937500e-01,8.98437500e-01,,-2.00080000e-06,-1.91727493e-04
-1.99920000e-06,-1.00671875e+01,1.96953125e+03,-7.73437500e-01,1.00781250e+00,,-1.99920000e-06,-1.93672182e-04
-1.99760000e-06,-1.00562500e+01,1.96789062e+03,-4.68750000e-01,4.37500000e-01,,-1.99760000e-06,-1.95628789e-04
-1.99600000e-06,-1.00734375e+01,1.96562500e+03,2.34375000e-02,5.62500000e-01,,-1.99600000e-06,-1.96329886e-04
-1.99440000e-06,-1.00453125e+01,1.96937500e+03,-3.75000000e-01,8.04687500e-01,,-1.99440000e-06,-1.96883848e-04
-1.99280000e-06,-1.00609375e+01,1.96859375e+03,1.09375000e-01,1.03125000e+00,,-1.99280000e-06,-1.97302405e-04
-1.99120000e-06,-1.00671875e+01,1.96609375e+03,-1.17187500e-01,1.00000000e+00,,-1.99120000e-06,-1.97314468e-04
-1.98960000e-06,-9.97031250e+00,1.97312500e+03,-4.53125000e-01,4.76562500e-01,,-1.98960000e-06,-1.98214053e-04
-1.98800000e-06,-1.00718750e+01,1.96875000e+03,-3.43750000e-01,9.45312500e-01,,-1.98800000e-06,-1.99470713e-04
-1.98640000e-06,-9.92343750e+00,1.96820312e+03,-6.56250000e-01,7.73437500e-01,,-1.98640000e-06,-2.01045419e-04
-1.98480000e-06,-1.00500000e+01,1.96953125e+03,-6.87500000e-01,4.21875000e-01,,-1.98480000e-06,-2.03161966e-04
