Model,MSO58
Channel,CH6,,Channel,CH7,,Channel,CH8,,Channel,MATH1
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09
Record Length,12500,,Record Length,12500,,Record Length,12500,,Record Length,12500
Zero Index,2324.30000000,,Zero Index,2324.30000000,,Zero Index,2324.30000000,,Zero Index,2324.30000000
Vertical Units,V,,Vertical Units,V,,Vertical Units,A,,Vertical Units,J
,,,,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,,
yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000,,,
yPosition,-0.860000,,yPosition,-2.100000,,yPosition,-2.940000,,,

TIME,CH6,CH7,CH8,,TIME,MATH1
-3.71888000e-06,-4.08906250e+00,1.27960938e+03,6.03125000e+00,,-3.71888000e-06,1.23482305e-05
-3.71728000e-06,-4.10781250e+00,1.27835938e+03,6.26562500e+00,,-3.71728000e-06,2.49301229e-05
-3.71568000e-06,-3.99531250e+00,1.27507812e+03,6.03125000e+00,,-3.71568000e-06,3.74901501e-05
-3.71408000e-06,-4.12031250e+00,1.28195312e+03,6.26562500e+00,,-3.71408000e-06,5.00681926e-05
-3.71248000e-06,-4.09218750e+00,1.28062500e+03,6.10937500e+00,,-3.71248000e-06,6.27530389e-05
-3.71088000e-06,-3.98750000e+00,1.27921875e+03,6.76562500e+00,,-3.71088000e-06,7.59358663e-05
-3.70928000e-06,-4.14375000e+00,1.28343750e+03,5.70312500e+00,,-3.70928000e-06,8.87153219e-05
-3.70768000e-06,-4.11406250e+00,1.28273438e+03,5.56250000e+00,,-3.70768000e-06,1.00279176e-04
-3.70608000e-06,-4.08906250e+00,1.27539062e+03,6.21875000e+00,,-3.70608000e-06,1.12332411e-04
-3.70448000e-06,-4.10156250e+00,1.28007812e+03,6.75000000e+00,,-3.70448000e-06,1.25589897e-04
-3.70288000e-06,-4.06250000e+00,1.28429688e+03,5.60937500e+00,,-3.70288000e-06,1.38265605e-04
-3.70128000e-06,-4.14218750e+00,1.27671875e+03,6.93750000e+00,,-3.70128000e-06,1.51114669e-04
-3.69968000e-06,-3.97968750e+00,1.27929688e+03,6.06250000e+00,,-3.69968000e-06,1.64405050e-04
-3.69808000e-06,-3.97656250e+00,1.28171875e+03,5.57812500e+00,,-3.69808000e-06,1.76329311e-04
-3.69648000e-06,-4.11562500e+00,1.27875000e+03,6.34375000e+00,,-3.69648000e-06,1.88538645e-04
-3.69488000e-06,-4.07187500e+00,1.27843750e+03,6.48437500e+00,,-3.69488000e-06,2.01660194e-04
-3.69328000e-06,-4.04375000e+00,1.27750000e+03,6.03125000e+00,,-3.69328000e-06,2.14456028e-04
-3.69168000e-06,-4.11718750e+00,1.28070312e+03,6.14062500e+00,,-3.69168000e-06,2.26911419e-04
-3.69008000e-06,-3.96093750e+00,1.27914062e+03,6.50000000e+00,,-3.69008000e-06,2.39854402e-04
-3.68848000e-06,-4.11718750e+00,1.27812500e+03,6.06250000e+00,,-3.68848000e-06,2.52704835e-04
-3.68688000e-06,-4.07968750e+00,1.28015625e+03,5.12500000e+00,,-3.68688000e-06,2.64152390e-04
-3.68528000e-06,-4.07343750e+00,1.27390625e+03,6.28125000e+00,,-3.68528000e-06,2.75802420e-04
-3.68368000e-06,-4.14375000e+00,1.27835938e+03,5.42187500e+00,,-3.68368000e-06,2.87748670e-04
-3.68208000e-06,-4.13281250e+00,1.28390625e+03,4.76562500e+00,,-3.68208000e-06,2.98188446e-04
-3.68048000e-06,-4.02500000e+00,1.27546875e+03,6.71875000e+00,,-3.68048000e-06,3.09938972e-04
-3.67888000e-06,-3.96875000e+00,1.28523438e+03,5.67187500e+00,,-3.67888000e-06,3.22626380e-04
-3.67728000e-06,-4.08437500e+00,1.28179688e+03,5.14062500e+00,,-3.67728000e-06,3.33729520e-04
-3.67568000e-06,-4.06875000e+00,1.27851562e+03,6.89062500e+00,,-3.67568000e-06,3.46048735e-04
-3.67408000e-06,-4.01875000e+00,1.27851562e+03,5.48437500e+00,,-3.67408000e-06,3.58706049e-04
-3.67248000e-06,-4.04687500e+00,1.28226562e+03,5.98437500e+00,,-3.67248000e-06,3.70454392e-04
-3.67088000e-06,-4.05000000e+00,1.28085938e+03,6.18750000e+00,,-3.67088000e-06,3.82933504e-04
-3.66928000e-06,-4.04375000e+00,1.28039062e+03,5.17187500e+00,,-3.66928000e-06,3.94571369e-04
-3.66768000e-06,-4.02968750e+00,1.28250000e+03,4.70312500e+00,,-3.66768000e-06,4.04694380e-04
-3.66608000e-06,-4.07031250e+00,1.28375000e+03,6.32812500e+00,,-3.66608000e-06,4.16018767e-04
-3.66448000e-06,-3.90625000e+00,1.28023438e+03,5.89062500e+00,,-3.66448000e-06,4.28550848e-04
-3.66288000e-06,-4.00156250e+00,1.28164062e+03,4.95312500e+00,,-3.66288000e-06,4.39662457e-04
-3.66128000e-06,-4.05468750e+00,1.28007812e+03,4.46875000e+00,,-3.66128000e-06,4.49317246e-04
-3.65968000e-06,-3.85937500e+00,1.27804688e+03,6.57812500e+00,,-3.65968000e-06,4.60619252e-04
-3.65808000e-06,-3.92812500e+00,1.27906250e+03,5.37500000e+00,,-3.65808000e-06,4.72844957e-04
-3.65648000e-06,-3.97031250e+00,1.28390625e+03,4.90625000e+00,,-3.65648000e-06,4.83384269e-04
-3.65488000e-06,-3.96250000e+00,1.28546875e+03,5.85937500e+00,,-3.65488000e-06,4.94449225e-04
-3.65328000e-06,-3.96718750e+00,1.28304688e+03,5.20312500e+00,,-3.65328000e-06,5.05815551e-04
-3.65168000e-06,-4.07343750e+00,1.28789062e+03,4.90625000e+00,,-3.65168000e-06,5.16211207e-04
-3.65008000e-06,-4.07500000e+00,1.28726562e+03,6.18750000e+00,,-3.65008000e-06,5.27638127e-04
-3.64848000e-06,-3.96718750e+00,1.28148438e+03,5.59375000e+00,,-3.64848000e-06,5.39744738e-04
-3.64688000e-06,-4.06406250e+00,1.28726562e+03,4.06250000e+00,,-3.64688000e-06,5.49662975e-04
-3.64528000e-06,-4.08125000e+00,1.28414062e+03,6.48437500e+00,,-3.64528000e-06,5.60508051e-04
-3.64368000e-06,-4.00625000e+00,1.28109375e+03,5.32812500e+00,,-3.64368000e-06,5.72630204e-04
-3.64208000e-06,-3.98906250e+00,1.28601562e+03,4.79687500e+00,,-3.64208000e-06,5.83025976e-04
-3.64048000e-06,-4.14218750e+00,1.28546875e+03,6.42187500e+00,,-3.64048000e-06,5.94565179e-04
-3.63888000e-06,-4.00468750e+00,1.27875000e+03,5.45312500e+00,,-3.63888000e-06,6.06747810e-04
-3.63728000e-06,-4.10468750e+00,1.28140625e+03,5.42187500e+00,,-3.63728000e-06,6.17884449e-04
-3.63568000e-06,-4.10625000e+00,1.28234375e+03,5.15625000e+00,,-3.63568000e-06,6.28732203e-04
-3.63408000e-06,-4.01093750e+00,1.27781250e+03,5.87500000e+00,,-3.63408000e-06,6.40027574e-04
-3.63248000e-06,-4.09843750e+00,1.28007812e+03,5.96875000e+00,,-3.63248000e-06,6.52145653e-04
-3.63088000e-06,-4.18125000e+00,1.28328125e+03,5.17187500e+00,,-3.63088000e-06,6.63567625e-04
-3.62928000e-06,-4.14062500e+00,1.28203125e+03,6.17187500e+00,,-3.62928000e-06,6.75207237e-04
-3.62768000e-06,-4.13593750e+00,1.28304688e+03,5.96875000e+00,,-3.62768000e-06,6.87663793e-04
-3.62608000e-06,-4.12812500e+00,1.28789062e+03,4.20312500e+00,,-3.62608000e-06,6.98120857e-04
-3.62448000e-06,-4.12500000e+00,1.28054688e+03,5.68750000e+00,,-3.62448000e-06,7.08277861e-04
-3.62288000e-06,-4.11718750e+00,1.27812500e+03,4.62500000e+00,,-3.62288000e-06,7.18833413e-04
-3.62128000e-06,-4.12500000e+00,1.28187500e+03,5.45312500e+00,,-3.62128000e-06,7.29154679e-04
-3.61968000e-06,-4.15625000e+00,1.28625000e+03,6.45312500e+00,,-3.61968000e-06,7.41387135e-04
